c_id,title,year,release,rating
4189,3 Chaar Sou Bees (2010),2010,,32
4190,Mummy and Me (2010),2010,21-05-2010,81
4191,Vande Maatharam (2010),2010,,76
4193,Valiyangaadi (2010),2010,03-05-2010,50
4194,Kadha Thudarunnu (2010),2010,05-07-2010,96
4195,Love Guru (2010),2010,,50
4196,Oru Naal Varum (2010),2010,,89
4197,Nalla Paattukaarey (2010),2010,,20
4198,Alexander The Great (2010),2010,,76
4199,Malarvaadi Arts Club (2010),2010,,95
4200,Elektra (2016),2016,11-11-2016,62
4201,Pithaavum Kanyakayum [Daddy You Bastard] (2010),2010,,30
4202,Amma Nilaavu (2010),2010,08-06-2010,20
4203,24 Hours (2010),2010,,65
4204,Nallavan (2010),2010,,29
4205,Apoorvaraagam (2010),2010,,80
4206,Penpattanam (2010),2010,,40
4207,Neelaambari (2010),2010,,69
4208,Njaan Sanchaari (2010),2010,,50
4209,Yakshiyum Njaanum (2010),2010,,75
4211,Plus Two (2010),2010,13-08-2010,67
4212,Sakudumbam Shyamala (2010),2010,,90
4213,Koottukaar (2010),2010,,46
4214,Game (2010),2010,,52
4215,Shikkar (2010),2010,,91
4216,Aathmakadha (2010),2010,,76
4217,Varan (2010),2010,,82
4218,Advocate Lakshmanan - Ladies Only (2010),2010,30-07-2010,24
4219,Raamaraavanan (2010),2010,30-07-2010,51
4220,Avan (2010),2010,,40
4221,Inganeyum Oraal (2010),2010,,11
4222,Thaskara Lahala (2010),2010,,27
4223,Chekavar (2010),2010,,84
4224,Elsamma Enna Aankutty (2010),2010,09-09-2010,94
4225,Pranchiyettan and the Saint (2010),2010,09-10-2010,96
4226,Kaaryasthan (2010),2010,11-05-2010,89
4227,Four Friends (2010),2010,28-10-2010,73
4228,Cocktail (2010),2010,,93
4229,Nirakkaazhcha (2010),2010,27-08-2010,63
4230,Swantham Bhaarya Zindabad (2010),2010,,37
4231,Oridathoru Postman (2010),2010,10-08-2010,38
4232,Puthumukhangal (2010),2010,,79
4233,Fiddle (2010),2010,27-08-2010,12
4234,Canvas (2010),2010,21-05-2010,77
4236,Holidays (2010),2010,,30
4237,Sarkaar Colony (2011),2011,09-09-2011,41
4238,Killaadi (2010),2010,,40
4239,Kilimozhi Kinaaram (Kilipetchu Kelkava (2002)) (2010),2010,,65
4240,Makaramanju (2011),2011,30-09-2011,57
4241,Bombay Mittaai (2010),2010,,70
4242,Karayilekku Oru Kadaldooram (2010),2010,,65
4243,Kayam (2010),2010,,33
4244,The Thriller (2010),2010,17-11-2010,86
4246,College Days (2010),2010,,77
4247,Kaalidaas (2010),2010,,60
4249,Sahasram (2010),2010,,80
4250,Oru Small Family (2010),2010,,30
4251,Best Actor (2010),2010,,70
4252,Kaandahaar (2010),2010,16-12-2010,80
4253,Kanyakumari Express (2010),2010,19-11-2010,44
4254,Chakravarthy (2010),2010,,50
4255,Again Kasarkode Kadarbhai (2010),2010,,19
4256,Tournament (2010),2010,25-12-2010,44
4257,Orange (2012),2012,16-03-2012,51
4258,Payyans (2011),2011,18-02-2011,68
4259,Marykkundoru Kunjaadu (2010),2010,,90
4260,Rhythm (2010),2010,,40
4261,Chithrakkuzhal (2010),2010,,50
4262,Best of Luck (2010),2010,,39
4263,De Nova (2010),2010,11-12-2010,60
4264,Chithrasoothram (2010),2010,,62
4265,Swarnnamaalika (2010),2010,,50
4266,Arjun (2010),2010,,65
4267,Sahapaadi 1975 (2016),2016,26-02-2016,10
4268,Dheera (2011),2011,,85
4269,Living Together (2011),2011,19-02-2011,71
4270,Traffic (2011),2011,01-07-2011,97
4271,Casanova (2012),2012,26-01-2012,56
4272,Gaddaama (2011),2011,02-04-2011,86
4273,Oh My Love (2011),2011,,60
4274,The Metro (2011),2011,21-01-2011,75
4275,Kudumbasree Travels (2011),2011,,31
4276,Lavender (2015),2015,26-06-2015,82
4277,Ninnishtam Ennishtam II (2011),2011,,44
4278,Arjunan Saakshi (2011),2011,28-01-2011,89
4279,Ithu Nammude Katha (2011),2011,,83
4280,Race (2011),2011,,40
4281,Note Out (2011),2011,,40
4282,Makeup Man (2011),2011,,83
4283,Oru Nunakkadha (2011),2011,,20
4284,Mohabbath (2011),2011,28-04-2011,48
4285,Christian Brothers (2011),2011,18-03-2011,85
4287,City of God (2011),2011,23-04-2011,90
4288,Raghuvinte Swantham Rasiya (2011),2011,,24
4289,China Town (2011),2011,04-11-2011,77
4290,Urumi (2011),2011,,95
4291,Naadakame Ulakam (2011),2011,25-02-2011,36
4292,Doubles (2011),2011,,55
4293,August 15 (2011),2011,24-03-2011,60
4294,Lucky Jokers (2011),2011,,40
4295,Bhakthajanangalude Sradhaykku (2011),2011,,50
4296,Maharaja Talkies (2011),2011,,43
4297,Uppukandam Brothers Back in Action (2011),2011,17-06-2011,52
4299,Melvilaasam (2011),2011,29-04-2011,96
4300,Maanikyakkallu (2011),2011,05-05-2011,95
4302,Yaathra Thudarunnu (2013),2013,22-03-2013,30
4303,Doctor Love (2011),2011,09-09-2011,84
4304,Sevenes (2011),2011,09-08-2011,86
4305,Shankaranum Mohananum (2011),2011,06-10-2011,39
4306,Veeraputhran (2011),2011,14-10-2011,89
4307,Violin (2011),2011,07-01-2011,80
4308,The Snake And Ladder (2011),2011,,60
4309,Orma Maathram (2011),2011,29-07-2011,58
4310,Seniors (2011),2011,05-07-2011,89
4311,Salt N Pepper (2011),2011,07-08-2011,94
4312,Thejabhai And Family (2011),2011,30-08-2011,89
4313,Vaadaamalli (2011),2011,06-10-2011,60
4314,Kottaarathil Kuttibhootham (2011),2011,24-06-2011,10
4315,The Train (2011),2011,27-05-2011,65
4316,Three Kings (2011),2011,07-08-2011,89
4317,Janapriyan (2011),2011,20-05-2011,91
4318,Adaaminte Makan Abu (2011),2011,24-06-2011,95
4319,London Dreams (2011),2011,,60
4320,Sneham+Ishtam=Amma (2011),2011,,20
4321,Mister Marumakan (2012),2012,17-08-2012,77
4322,Arabiyum Ottakavum P Madhavan Nairum (2011),2011,16-12-2011,93
4323,Snehaadaram (2011),2011,,40
4324,Rathinirvedam (2011),2011,,71
4325,Vaidooryam (2012),2012,10-12-2012,63
4326,Female Unnikrishnan (2015),2015,12-11-2015,61
4327,Kaanaakkombathu (2011),2011,,12
4334,Picnic (2011),2011,,51
4342,Mohaswapnam (2002),2002,,54
4356,Themmaadikkoottam (2009),2009,,40
4357,TP 51 Vettu (2015),2015,09-11-2015,44
4359,Paisa Paisa (2013),2013,28-06-2013,55
4361,Pattam Pole (2013),2013,10-11-2013,83
4385,Black Forest (2014),2014,17-01-2014,43
4386,Red Wine (2013),2013,21-03-2013,81
4391,Thomson Villa (2014),2014,21-02-2014,82
4392,Sundaripraavu (2001),2001,,40
4403,Pakarnnaattam (2012),2012,03-09-2012,90
4416,Mirchi (2013),2013,24-09-2015,86
4420,Vellaripraavinte Changaathi (2011),2011,23-12-2011,86
4421,Upadeshiyude makan (2010),2010,,20
4422,Dam 999 (2011),2011,25-11-2011,71
4424,Ideal Couple (2012),2012,24-02-2012,12
4425,Kadhayile Naayika (2011),2011,08-12-2011,44
4426,Innaanu Aa Kalyaanam (2011),2011,12-02-2011,79
4427,Vaadhyaar (2012),2012,06-08-2012,76
4429,Track (2011),2011,,60
4430,Yuva (2011),2011,,60
4431,Chaappa Kurishu (2011),2011,14-07-2011,93
4432,Ithu Paathiraamanal (2013),2013,15-03-2013,75
4433,Veettilekkulla Vazhi (2011),2011,08-05-2011,88
4435,Film Star (2011),2011,14-07-2011,35
4436,Happy II (2011),2011,,83
4438,Bombay March 12 (2011),2011,30-06-2011,72
4439,Bangkok Summer (2011),2011,22-07-2011,44
4440,Chaaverppada (2010),2010,12-10-2010,53
4442,Mithram (2011),2011,,20
4443,Josettante Hero (2012),2012,,36
4445,Ennennum Ormmaykkaayi (2012),2012,18-05-2012,68
4446,The King and the Commissioner (2012),2012,23-03-2012,78
4447,Collector (2011),2011,15-07-2011,80
4448,Jackie (2011),2011,,52
4449,Ulakam Chuttum Vaaliban (2011),2011,09-09-2011,87
4450,Sandwich (2011),2011,14-11-2011,47
4451,Kunjaliyan (2012),2012,01-06-2012,76
4453,Masters (2012),2012,30-03-2012,57
4454,Mumbai Police (2013),2013,05-03-2013,94
4455,Navaagatharkku Swaagatham (2012),2012,06-08-2012,11
4456,Shikkaari (2012),2012,03-09-2012,81
4457,Badrinaath (2011),2011,,81
4459,Angane Thudangi (2011),2011,,40
4460,Manushyamrigam (2011),2011,15-07-2011,71
4461,100% Love (2011),2011,22-07-2011,89
4462,Indian Rupee (2011),2011,10-06-2011,94
4463,Krishnanum Radhayum (2011),2011,21-10-2011,43
4464,Pranayam (2011),2011,31-08-2011,86
4465,Police Academy (2011),2011,,40
4466,Cleopatra (2013),2013,25-10-2013,32
4467,Happy Durbar (2011),2011,12-09-2011,40
4471,Achan (2011),2011,,17
4473,Autograph (2010),2010,,95
4474,Navaagathan (2010),2010,,55
4475,Kallante Makan (2013),2013,07-05-2013,22
4476,Naayika (2011),2011,25-11-2011,67
4477,My Dear Kuttichaathan (Digital) (2011),2011,31-08-2011,80
4478,Snehaveedu (2011),2011,30-09-2011,92
4480,Orkut Oru Ormakkoottu (2012),2012,01-05-2012,43
4482,Spanish Masala (2012),2012,20-01-2012,91
4483,Paachuvum Kovaalanum (2011),2011,,42
4484,Saadhyam (2011),2011,,83
4485,Mr. Gulam (2009),2009,,40
4486,Innu Raavum Pakalum (2011),2011,,10
4487,Ee Thirakkinidayil (2012),2012,17-02-2012,40
4488,Thalsamayam Oru Penkutti (2012),2012,03-02-2012,78
4489,Father\'s Day (2012),2012,17-02-2012,62
4490,Deena (2001),2001,,93
4492,Beautiful (2011),2011,12-02-2011,80
4493,Venicile Vyaapaari (2011),2011,16-12-2011,50
4494,Unnam (2012),2012,02-10-2012,36
4495,Ordinary (2012),2012,17-03-2012,93
4496,Asuravithu (2012),2012,01-06-2012,75
4497,Second Show (2012),2012,02-03-2012,92
4498,Swapna Sanchaari (2011),2011,25-11-2011,87
4499,Ee Adutha Kaalathu (2012),2012,24-02-2012,91
4500,Nidra (2012),2012,24-02-2012,75
4501,Killaadi Raman (2011),2011,,40
4502,Naadabrahmam (2012),2012,08-03-2012,65
4503,Karmayogi (2012),2012,16-03-2012,44
4504,Nalla Bhaarya (2011),2011,,10
4505,Mizhi (2013),2013,07-05-2013,12
4506,Thaalam Thettiya Thaaraattu (2011),2011,,30
4507,Ezhaam Sooryan (2012),2012,25-05-2012,70
4508,MLA Mani Pathaam Classum Gusthiyum (2012),2012,20-04-2012,88
4509,Usthad Hotel (2012),2012,29-06-2012,96
4510,Lakshmivilaasam Renuka Makan Raghuraman (2012),2012,18-05-2012,22
4511,Njaanum Ente Familyum (2012),2012,02-04-2012,76
4512,Grand Master (2012),2012,05-03-2012,90
4513,Padmasree Bharath Dr Saroj Kumar (2012),2012,14-01-2012,80
4514,Business Man (2012),2012,,89
4515,Bachelor Party (2012),2012,15-06-2012,92
4517,Thiruvilayaadal (2005),2005,,78
4518,Aakaashathinte Niram (2012),2012,20-07-2012,86
4519,Veendum Kannoor  (2012),2012,06-01-2012,39
4520,Pigman (2013),2013,06-07-2013,62
4521,Yakshi - Faithfully Yours (2012),2012,14-12-2012,74
4522,Abhiyum Njaanum (2013),2013,31-05-2013,69
4523,Arike (2012),2012,18-05-2012,88
4524,Mallu Singh (2012),2012,05-04-2012,87
4525,Cowboy (2013),2013,15-02-2013,61
4527,Ivan Megharoopan (2012),2012,27-07-2012,72
4528,Thiruvambaadi Thampaan (2012),2012,25-05-2012,81
4529,Crime Story (2012),2012,03-09-2012,20
4530,Thanichalla Njaan (2012),2012,,60
4532,Thattathin Marayathu (2012),2012,07-06-2012,96
4533,22 Female Kottayam (2012),2012,13-04-2012,91
4534,Diamond Necklace (2012),2012,05-04-2012,91
4535,Hero (2012),2012,25-05-2012,82
4536,Maayaamohini (2012),2012,04-07-2012,76
4537,Husbands In Goa (2012),2012,21-09-2012,83
4538,Chattakkaari (2012),2012,13-09-2012,69
4539,Outsider (2012),2012,30-03-2012,42
4540,Mullamottum Munthirichaarum (2012),2012,07-12-2012,42
4541,Perinoru Makan (2012),2012,20-07-2012,56
4542,Kalikaalam (2012),2012,15-06-2012,67
4543,No. 66 Madhura Bus (2012),2012,26-06-2012,34
4544,Prabhuvinte Makkal (2012),2012,26-10-2012,88
4545,Cobra (2012),2012,04-12-2012,26
4546,Run Baby Run (2012),2012,29-08-2012,87
4547, Entry (2013),2013,01-04-2013,19
4548, Doctor Innocent Aanu (2012),2012,27-04-2012,26
4549, Grihanaathan (2012),2012,18-05-2012,56
4550,Simhaasanam (2012),2012,08-10-2012,82
4551,Spirit (2012),2012,14-06-2012,92
4552,Idavappaathi - No Mans Land (2016),2016,29-04-2016,41
4553,Textbook (2010),2010,27-06-2010,20
4558,Namukku Paarkkaan (2012),2012,29-06-2012,50
4559,Thaappaana (2012),2012,19-08-2012,82
4561,Ardhanaareeswaran (2012),2012,,83
4562,Dolls (2013),2013,15-03-2013,22
4564,Ezhaamathe Varavu (2013),2013,15-09-2013,90
4565,Mad Dad (2013),2013,01-11-2013,68
4566,Raktharakshassu (2014),2014,28-02-2014,42
4567,Friday 11.11.11 Alappuzha (2012),2012,18-08-2012,59
4570,Raksha (2012),2012,13-04-2012,61
4573,Snehathooval (Madhu (2006)) (2011),2011,,47
4575,Peru Sandhya Thozhil Dasi (Chingaari (2006)) (2011),2011,,20
4576,Naadodi Mannan (2013),2013,18-10-2013,28
4579,Da Thadiya (2012),2012,21-12-2012,94
4581,Cinema Company (2012),2012,27-07-2012,76
4582,Jawan of Vellimala (2012),2012,19-10-2012,77
4583,Trivandrum Lodge (2012),2012,21-09-2012,84
4584,Aakasmikam (2012),2012,28-12-2012,43
4586,Gangster (2014),2014,04-11-2014,66
4587,Banking Hours 10 to 4 (2012),2012,10-05-2012,76
4588,Athe Mazha Athe Veyil (2011),2011,12-09-2011,60
4589,Ni Ko Nja Cha (2013),2013,01-04-2013,63
4590,Naughty Professor (2012),2012,07-05-2012,54
4592,Maanthrikan (2012),2012,30-09-2012,73
4593,Bhoopadathil Illaatha Oridam (2012),2012,14-09-2012,63
4594,Ettekaal Second (2014),2014,28-02-2014,47
4598,God For Sale - Bhakthiprasthaanam (2013),2013,28-06-2013,60
4599,Samraajyam II (Son of Alexander) (2012),2012,06-05-2015,21
4602,House Full (2013),2013,15-02-2013,81
4605,Kunthaapura (2013),2013,19-07-2013,69
4607,Idukki Gold (2013),2013,10-11-2013,93
4608,Bangles (2013),2013,18-10-2013,34
4609,Parudeesa (2012),2012,26-10-2012,69
4612,Kanal (2015),2015,22-10-2015,68
4614,August Club (2013),2013,26-04-2013,82
4619,Lillies of March (2013),2013,13-12-2013,10
4620,Sreeraamaraajyam (2012),2012,27-07-2012,67
4622,Lisammayude Veedu (2012),2012,01-04-2013,58
4625,Aazhakkadal (2011),2011,06-03-2011,22
4626,Adhikaaram (2011),2011,,10
4627,Lovely Days (2011),2011,,60
4628,Lady Bruce Lee (2011),2011,,40
4630,Oru Nerinte Nombaram (2013),2013,02-08-2013,22
4631,Seetha (2011),2011,,49
4632,Sivapuram (2011),2011,,46
4633,Ithu Manthramo Thanthramo Kuthanthramo (2013),2013,15-03-2013,21
4634,Molly Aunty Rocks (2012),2012,14-09-2012,87
4635,Mullassery Madhavankutty Nemam PO (2012),2012,02-10-2012,52
4637,Superstar Santhosh Pandit (2012),2012,08-03-2012,30
4639,Last Bench (2012),2012,08-03-2012,61
4640,Bhoomiyude Avakaashikal (2012),2012,24-01-2014,78
4641,Idiots (2012),2012,23-11-2012,79
4642,Nine One Six - 916 (2012),2012,11-10-2012,45
4643,Blackberry (2013),2013,09-06-2013,57
4645,Kochi To Kodambaakkam (2012),2012,26-10-2012,40
4647,Ozhimuri (2012),2012,09-07-2012,90
4648,Annum Innum Ennum (2013),2013,18-01-2013,64
4649,My Boss (2012),2012,11-10-2012,89
4651,The Reporter (2015),2015,03-06-2015,36
4652,Oru Yaathrayil (2013),2013,18-01-2013,20
4656,Left Right Left (2013),2013,14-06-2013,97
4658,Kochi (2012),2012,02-10-2012,45
4660,Mr Pavanaayi 99.99 (2012),2012,27-09-2019,59
4662,Scene 1 Nammude Veedu (2012),2012,23-11-2012,41
4663,Breaking News Live (2013),2013,15-02-2013,50
4669,Madirasi (2012),2012,12-07-2012,67
4670,Ayaalum Njaanum Thammil (2012),2012,19-10-2012,97
4672,My Dear Mummy (2014),2014,05-09-2014,77
4673,Lt. Col. Satheesh Pandit (2012),2012,,40
4674,Little Master (2012),2012,13-07-2012,50
4675,Radio (2013),2013,03-08-2013,37
4676,Hide N Seek (2012),2012,12-07-2012,60
4679,Ivan Ardhanaari (2012),2012,23-11-2012,83
4681,Kaashh (2012),2012,26-10-2012,11
4683,Poppins (2012),2012,30-11-2012,46
4684,Padmavyooham (2012),2012,,66
4685,Honeybee (2013),2013,06-07-2013,92
4686,Karmayodha (2012),2012,21-12-2012,78
4687,Romans (2013),2013,17-01-2013,91
4689,Akam (2013),2013,26-04-2013,69
4690,Eecha (2012),2012,07-06-2012,86
4692,Janaki (2018),2018,23-02-2018,60
4693,Face 2 Face (2012),2012,30-11-2012,58
4694,Dracula (2013),2013,02-08-2013,92
4696,Graamam (2012),2012,08-10-2012,75
4697,Ente (2013),2013,01-04-2013,52
4698,Puthiya Theerangal (2012),2012,27-09-2012,70
4700,Neeraajanam (2012),2012,08-10-2012,90
4701,Thoppi (2016),2016,,54
4702,Ithra Maathram (2012),2012,14-09-2012,86
4705,Raasaleela (2012),2012,09-07-2012,61
4708,3G - Third Generation (2013),2013,10-04-2013,57
4710,Gajapokkiri (2012),2012,17-08-2012,91
4712,101 Weddings (2012),2012,23-11-2012,88
4713,Chaarulatha (2012),2012,21-09-2012,85
4714,English (2013),2013,24-05-2013,60
4715,Kutteem Kolum (2013),2013,30-03-2013,34
4717,Celluloid (2013),2013,15-02-2013,96
4718,Pedithondan (2014),2014,31-10-2014,78
4719,3 Dots (2013),2013,22-03-2013,84
4720,Baavuuttiyude Naamathil (2012),2012,21-12-2012,85
4721,Lokpal (2013),2013,31-01-2013,29
4722,101 Chodyangal (2013),2013,26-07-2013,95
4723,Black Butterfly (2013),2013,15-02-2013,81
4724,Chapters (2012),2012,12-07-2012,69
4725,Matinee (2012),2012,13-12-2012,72
4726,Natholi Oru Cheriya Meenalla (2013),2013,02-08-2013,68
4727,David and Goliath (2013),2013,22-02-2013,75
4728,Amen (2013),2013,22-03-2013,93
4729,10:30 AM Local Call (2013),2013,22-02-2013,78
4730,Cheetah (2012),2012,,50
4731,Isaac Newton S/o Philippose (2013),2013,01-11-2013,32
4732,Theevram (2012),2012,16-11-2012,92
4734,Annayum Rasoolum (2013),2013,01-04-2013,94
4735,Emmanuel (2013),2013,04-05-2013,68
4736,Ginger (2013),2013,11-08-2013,60
4737,Chettaayees (2012),2012,30-11-2012,71
4738,72 Model (2013),2013,26-04-2013,36
4739,Sound Thoma (2012),2012,04-05-2013,45
4740,KQ (2013),2013,27-09-2013,52
4741,The Hitlist (2012),2012,12-07-2012,79
4742,Oru Kudumba Chithram (2012),2012,12-07-2012,95
4743,Shutter (2013),2013,22-02-2013,89
4744,Ladies and Gentleman (2013),2013,04-12-2013,67
4745,ABCD (2013),2013,14-06-2013,85
4746,I Love Me (2012),2012,21-12-2012,36
4747,Chaayilyam (2014),2014,31-01-2014,62
4750,Kili Poyi (2013),2013,,78
4751,Rebecca Uthup Kizhakkemala (2013),2013,03-07-2013,40
4752,My Fan Ramu (2013),2013,01-04-2013,22
4753,Good Bad and Ugly (2013),2013,13-12-2013,35
4754,Tourist Home (2013),2013,07-05-2013,40
4758,Nakhangal (2013),2013,18-01-2013,30
4759,Proprietors : Kammath & Kammath (2013),2013,25-01-2013,79
4761,Minimolude Achan (2014),2014,28-02-2014,55
4762,Poompaattakalude Thaazhvaaram (2013),2013,03-08-2013,77
4763,Bhaarya Athra Pora (2013),2013,05-03-2013,66
4764,Omega.exe (2013),2013,03-01-2013,70
4765,Rose Guitarinaal (2013),2013,03-01-2013,45
4766,SIM (2013),2013,19-04-2013,34
4769,Red Alert (2012),2012,19-08-2012,64
4770,Kalimannu (2013),2013,22-08-2013,65
4772,Crocodile Love Story (2013),2013,19-07-2013,55
4773,Kaliyachan (2013),2013,24-09-2015,55
4774,Kunjananthante Kada (2013),2013,30-08-2013,84
4776,Vallatha Pahayan (2013),2013,17-05-2013,50
4778,Avar Iruvarum (2018),2018,30-11-2018,80
4779,Artist (2013),2013,30-08-2013,88
4780,Climax (2013),2013,19-04-2013,62
4781,Orissa (2013),2013,17-05-2013,83
4782,D Company (2013),2013,13-09-2013,76
4783,Up &amp; Down Mukalil Oraalundu (2013),2013,24-05-2013,90
4785,Good Idea (2013),2013,15-03-2013,86
4786,Progress Report (2013),2013,26-04-2013,60
4788,Neram (2013),2013,05-10-2013,94
4789,8:20 (2014),2014,25-12-2014,40
4790,Money Back Policy (2013),2013,21-06-2013,38
4793,Cinema @ PWD Rest House (2015),2015,02-06-2015,34
4794,Teens (2013),2013,06-07-2013,34
4797,Kadal Kadannu Oru Mathukkutty (2013),2013,08-08-2013,74
4798,Parankimala (2014),2014,21-03-2014,44
4799,Bunty Chor (2013),2013,10-11-2013,30
4800,Village Guys (2015),2015,01-09-2015,29
4801,Ente Puthiya Number (2013),2013,26-04-2013,12
4807,Aaru Sundarimaarude Kadha (2013),2013,17-05-2013,43
4808,Miss Lekha Tharoor Kaanunnathu (2013),2013,29-11-2012,55
4809,Thank You (2013),2013,14-06-2013,85
4810,Swapaanam (2014),2014,27-02-2014,69
4811,Pullippulikalum Aattinkuttiyum (2013),2013,08-09-2013,90
4812,How Old Are You (2014),2014,17-05-2014,75
4814,Ayaal (2013),2013,28-06-2013,67
4817,Thira (2013),2013,14-11-2013,95
4818,Choodan (2013),2013,17-05-2013,30
4821,On The Way (2014),2014,03-07-2014,66
4823,London Bridge (2014),2014,02-01-2014,78
4824,For Sale (2013),2013,25-10-2013,40
4825,Radio Jockey (2013),2013,20-09-2013,20
4826,5 Sundarikal (2013),2013,22-06-2013,87
4827,Buddy (2013),2013,07-05-2013,76
4828,Pottas Bomb (2013),2013,25-10-2013,43
4830,Nadan (2013),2013,22-11-2013,65
4831,Police Maman (2013),2013,07-12-2013,32
4832,Neelaakaasham Pachakkadal Chuvanna Bhoomi (2013),2013,08-09-2013,96
4834,Sringaaravelan (2013),2013,14-09-2013,78
4835,Memories (2013),2013,08-09-2013,95
4837,Camel Safari (2013),2013,10-04-2013,72
4839,Aasha Black (2014),2014,10-10-2014,87
4840,Vedivazhipaadu (2013),2013,12-12-2013,78
4841,Escape From Uganda (2013),2013,29-11-2013,83
4842,Pranayakadha (2014),2014,17-01-2014,17
4843,Gamer (2014),2014,04-04-2014,37
4844,Olipporu (2013),2013,23-08-2013,31
4845,Kadhaveedu (2013),2013,11-08-2013,52
4846,Zachariyayude Garbhinikal (2013),2013,27-09-2013,87
4847,Arikil Oraal (2013),2013,30-08-2013,89
4848,Salaam Kashmir (2013),2013,13-02-2014,29
4849,Spider House (2014),2014,30-05-2014,20
4851,Daivathinte Swantham Cleetus (2013),2013,09-12-2013,84
4852,Oru Indian Pranayakadha (2013),2013,20-12-2013,94
4854,Hangover (2014),2014,02-08-2014,35
4855,North 24 Kaatham (2013),2013,15-09-2013,96
4856,Cold Storage (2013),2013,,50
4857,Vasanthathinte Kanalvazhikalil (2014),2014,,91
4859,Kaanchi (2013),2013,10-04-2013,77
4861,Geethaanjali (2013),2013,14-11-2013,82
4862,Caribbean (2013),2013,20-09-2013,30
4863,Pakida (2014),2014,14-02-2014,74
4864,@Andheri (2014),2014,14-02-2014,42
4865,Rasputin (2015),2015,08-07-2015,68
4866,Philips And The Monkey Pen (2013),2013,11-07-2013,94
4867,Penangunni (2013),2013,08-02-2013,77
4870,Last Bus 8:35 (2013),2013,10-04-2013,34
4871,Namboothiri Yuvaavu @ 43 (2013),2013,29-11-2013,30
4873,Punyaalan Agarbathees (2013),2013,29-11-2013,95
4874,Mannar Mathai Speaking II (2014),2014,24-01-2014,71
4875,Green Apple (2018),2018,23-03-2018,62
4876,Oru Soappetty Kadha (2013),2013,15-11-2013,40
4877,Koottathil Oraal (2014),2014,17-10-2014,30
4878,To Let Ambadi Talkies (2013),2013,23-05-2014,37
4879,Pizza (2012),2012,,93
4880,Calling Bell (2016),2016,24-06-2016,30
4881,Yodhaavu (2013),2013,,60
4882,Chewing Gum (2013),2013,12-06-2013,35
4884,The Last Supper (2014),2014,05-09-2014,34
4885,Vishudhan (2013),2013,22-11-2013,87
4886,1983 (2014),2014,31-01-2014,93
4887,Weeping Boy (2013),2013,12-05-2013,55
4888,Drishyam (2013),2013,19-12-2013,96
4889,Lailaa O Lailaa (2015),2015,14-05-2015,68
4890,Bicycle Thieves (2013),2013,29-11-2013,94
4891,Ezhu Sundara Raathrikal (2013),2013,20-12-2013,77
4892,Call Me @ (2014),2014,30-05-2014,48
4893,Kerala Today (2013),2013,21-08-2015,50
4896,Kalidasan Kavitha Ezhuthukayaanu (2013),2013,25-12-2014,20
4897,The Power of Silence (2013),2013,12-07-2013,79
4898,Once Upon A Time There Was A Kallan (2013),2013,,80
4902,Baadsha (2014),2014,,64
4903,Aval Vannathinu Sesham (2015),2015,07-03-2015,20
4904,Naayak (2013),2013,,87
4906,The Dolphins (2014),2014,21-11-2014,58
4908,Kavacham (2013),2013,,40
4913,Wound (2014),2014,27-06-2014,40
4914,Flat No. 4B (2014),2014,31-01-2014,48
